marca,km,provincia,precio_usd,carroceria,antiguedad
FIAT,75100,Buenos Aires,8258.06,Hatchback,11
Renault,45000,Ciudad Autónoma Buenos Aires,18500.0,SUV,6
FIAT,220000,Ciudad Autónoma Buenos Aires,4516.13,Sedán,8
Toyota,166000,Mendoza,8967.74,Hatchback,12
FIAT,65500,Buenos Aires (A.M.B.A.),22000.0,Pickup,4
Citroën,176000,Córdoba,5161.29,Hatchback,15
Peugeot,120000,Ciudad Autónoma Buenos Aires,5645.16,Hatchback,18
Peugeot,96500,Neuquén,9032.26,Sedán,11
Nissan,54000,Buenos Aires,19032.26,SUV,6
Renault,120000,Ciudad Autónoma Buenos Aires,8258.06,Sedán,11
Renault,150000,Buenos Aires (A.M.B.A.),10000.0,SUV,10
Citroën,142000,Buenos Aires (A.M.B.A.),8709.68,Sedán,11
Peugeot,225000,Córdoba,6129.03,Hatchback,16
FIAT,253000,Buenos Aires (A.M.B.A.),5161.29,Wagon,16
Ford,120000,Santa Fe,11000.0,Hatchback,11
Ford,178000,Ciudad Autónoma Buenos Aires,14000.0,Hatchback,9
Peugeot,38000,Buenos Aires,20000.0,Hatchback,5
Peugeot,20000,Buenos Aires (A.M.B.A.),24838.71,SUV,1
Volkswagen,230000,Buenos Aires (A.M.B.A.),7741.94,Minivan,14
Peugeot,68000,Córdoba,11161.29,Hatchback,10
Chevrolet,146000,Santa Fe,11000.0,Minivan,12
FIAT,25000,Buenos Aires (A.M.B.A.),15483.87,Sedán,5
Peugeot,165000,Buenos Aires (A.M.B.A.),12580.65,SUV,10
Renault,104000,Buenos Aires,9000.0,Hatchback,10
Mercedes,135000,Buenos Aires,19900.0,Hatchback,10
Peugeot,25000,Ciudad Autónoma Buenos Aires,18064.52,Hatchback,3
Chery,78000,Ciudad Autónoma Buenos Aires,11548.39,SUV,8
Renault,183000,Buenos Aires,8387.1,Furgón,15
Peugeot,53000,Ciudad Autónoma Buenos Aires,7096.77,Hatchback,5
FIAT,114000,Ciudad Autónoma Buenos Aires,11935.48,Hatchback,6
Ford,163500,Ciudad Autónoma Buenos Aires,8602.15,Hatchback,11
Ford,82000,Santa Fe,23806.45,SUV,6
FIAT,37000,Misiones,8703.23,Hatchback,11
FIAT,14000,Santa Fe,16129.03,Sedán,3
Renault,198000,Mendoza,9700.0,Sedán,12
Volkswagen,92800,Buenos Aires,14500.0,Hatchback,10
Citroën,103091,Ciudad Autónoma Buenos Aires,8967.74,Hatchback,10
Toyota,26000,Buenos Aires (A.M.B.A.),37000.0,Pickup,7
FIAT,205000,Buenos Aires,6451.61,Hatchback,15
Renault,77000,Ciudad Autónoma Buenos Aires,9612.9,Sedán,7
Volkswagen,125000,Santa Fe,14838.71,Hatchback,7
Volkswagen,83000,Buenos Aires (A.M.B.A.),11290.32,Hatchback,6
Citroën,47000,Ciudad Autónoma Buenos Aires,9612.9,Sedán,12
Toyota,69000,Mendoza,10322.58,Hatchback,10
Volkswagen,100000,Buenos Aires,19225.81,SUV,7
Citroën,100000,Ciudad Autónoma Buenos Aires,9032.26,Minivan,14
Toyota,92000,Córdoba,16500.0,Hatchback,8
Chevrolet,78000,Santa Fe,8451.61,Hatchback,11
Audi,91000,Córdoba,25000.0,Sedán,9
Chevrolet,300000,Río Negro,9677.42,SUV,13
Ford,159000,Buenos Aires (A.M.B.A.),10322.58,SUV,11
Ford,117250,Buenos Aires,12129.03,SUV,13
Volkswagen,140000,Corrientes,19354.84,Pickup,10
Volkswagen,210000,Buenos Aires (A.M.B.A.),6000.0,Hatchback,15
Nissan,87000,Santa Fe,16774.19,SUV,8
Ford,80000,Ciudad Autónoma Buenos Aires,10967.74,SUV,10
Nissan,95000,Buenos Aires (A.M.B.A.),11612.9,Sedán,9
Volkswagen,116000,Tucumán,11935.48,Hatchback,8
FIAT,155500,Córdoba,8064.52,Hatchback,12
Citroën,118000,Córdoba,6967.74,Hatchback,12
FIAT,45011,Córdoba,23393.55,SUV,2
Honda,180000,Chaco,10967.74,SUV,15
Renault,120000,Buenos Aires (A.M.B.A.),6322.58,Hatchback,13
Ford,84000,Buenos Aires (A.M.B.A.),11548.39,Hatchback,7
Volkswagen,1,Neuquén,33483.87,SUV,0
Volkswagen,22500,Ciudad Autónoma Buenos Aires,1935.48,SUV,2
FIAT,140000,Buenos Aires (A.M.B.A.),4838.71,Pickup,13
Honda,145000,Tierra del Fuego,14500.0,SUV,15
Jeep,60000,Buenos Aires (A.M.B.A.),23500.0,SUV,8
Chevrolet,108000,Chaco,12064.52,Sedán,7
Peugeot,20000,Ciudad Autónoma Buenos Aires,6129.03,SUV,2
BMW,182000,Buenos Aires,22900.0,SUV,9
Renault,59200,Ciudad Autónoma Buenos Aires,8967.74,Hatchback,6
Citroën,350000,San Luis,2580.65,Hatchback,25
Ford,115000,Buenos Aires (A.M.B.A.),11225.81,Hatchback,11
KIA,103000,Buenos Aires,20000.0,SUV,9
Chevrolet,94000,Buenos Aires,11548.39,Sedán,8
Renault,82500,Buenos Aires (A.M.B.A.),7741.94,Sedán,8
Chevrolet,184000,Santa Fe,5161.29,Hatchback,14
Volkswagen,114000,Buenos Aires (A.M.B.A.),19354.84,SUV,6
Toyota,47395,Santa Fe,20645.16,Hatchback,3
Audi,180000,Buenos Aires,15000.0,Hatchback,13
Peugeot,77418,Ciudad Autónoma Buenos Aires,13200.0,Hatchback,9
Chevrolet,12000,Neuquén,14193.55,Hatchback,6
Volkswagen,150000,Ciudad Autónoma Buenos Aires,7096.77,Minivan,14
Chevrolet,200000,Córdoba,4903.23,Hatchback,14
Nissan,43000,Neuquén,19935.48,SUV,5
Peugeot,130000,Santa Fe,10000.0,SUV,8
Toyota,54000,Tucumán,27612.9,SUV,4
BMW,1000,Ciudad Autónoma Buenos Aires,50500.0,SUV,0
FIAT,237000,Córdoba,8709.03,Furgón,9
Chevrolet,65500,Chubut,9354.84,Hatchback,10
Ford,20000,Ciudad Autónoma Buenos Aires,40500.0,SUV,3
Renault,105000,Mendoza,14193.55,SUV,8
Peugeot,217000,Córdoba,2903.23,Hatchback,26
BMW,110700,Buenos Aires,28500.0,SUV,9
Honda,228000,Buenos Aires,11225.81,SUV,15
Peugeot,118479,Buenos Aires (A.M.B.A.),6322.58,Hatchback,15
Chevrolet,77000,Entre Ríos,30000.0,Sedán,79
Nissan,97000,Chaco,11290.32,Hatchback,9
Chevrolet,59000,Ciudad Autónoma Buenos Aires,10500.0,Sedán,14
KIA,150000,Santa Fe,11612.9,SUV,13
Peugeot,106000,Ciudad Autónoma Buenos Aires,11096.77,SUV,9
Peugeot,120000,Santa Fe,12000.0,SUV,13
Chevrolet,220000,Buenos Aires (A.M.B.A.),3548.39,Hatchback,25
Volkswagen,154000,Mendoza,11612.9,SUV,14
Volkswagen,179945,Ciudad Autónoma Buenos Aires,11290.32,Sedán,15
Toyota,70000,Córdoba,28387.1,SUV,3
Renault,124400,Buenos Aires,7096.77,Hatchback,12
SWM,82000,Ciudad Autónoma Buenos Aires,12903.23,SUV,7
Ford,120000,Buenos Aires,6129.03,Hatchback,15
Peugeot,1,Neuquén,29032.26,SUV,0
Chevrolet,143000,Buenos Aires,8064.52,Sedán,12
Ford,55392,Buenos Aires,25677.42,SUV,4
Ford,78000,Neuquén,13870.97,SUV,8
Renault,140000,Neuquén,13870.97,SUV,7
Volkswagen,82000,Buenos Aires (A.M.B.A.),7741.94,Hatchback,13
Peugeot,189000,Santa Fe,3548.39,Hatchback,23
Toyota,2700,Ciudad Autónoma Buenos Aires,30903.23,Sedán,1
Chevrolet,181000,Buenos Aires,6500.0,Sedán,18
Nissan,78000,Buenos Aires (A.M.B.A.),18387.1,SUV,5
Volkswagen,15200,Buenos Aires (A.M.B.A.),21290.32,Sedán,3
FIAT,10000,Ciudad Autónoma Buenos Aires,1935.48,Hatchback,2
Chevrolet,160000,Santa Fe,8709.68,Hatchback,10
Toyota,38500,Buenos Aires,25161.29,Sedán,3
Nissan,141000,Buenos Aires,8387.1,Hatchback,11
Peugeot,156000,Córdoba,7741.94,SUV,14
Jeep,68000,Santa Fe,36000.0,SUV,9
Audi,160000,Buenos Aires (A.M.B.A.),15700.0,Hatchback,14
Volkswagen,163000,Córdoba,14193.55,Pickup,8
Peugeot,85000,Córdoba,10064.52,Hatchback,8
Toyota,64000,Buenos Aires (A.M.B.A.),14516.13,Hatchback,6
Chevrolet,165000,Mendoza,1000.0,Sedán,9
FIAT,88500,Ciudad Autónoma Buenos Aires,11290.32,Sedán,8
FIAT,138000,Ciudad Autónoma Buenos Aires,8064.52,Hatchback,13
Chevrolet,68000,Ciudad Autónoma Buenos Aires,9354.84,Hatchback,8
Citroën,42000,Ciudad Autónoma Buenos Aires,11290.32,SUV,8
Volkswagen,85000,Neuquén,10322.58,Hatchback,9
Volkswagen,24500,Ciudad Autónoma Buenos Aires,2258.06,Hatchback,2
Toyota,71000,Mendoza,23870.97,Sedán,4
Peugeot,118000,Ciudad Autónoma Buenos Aires,9500.0,Hatchback,11
Toyota,145000,Corrientes,10967.74,Sedán,14
Chery,236000,Chaco,5806.45,SUV,15
Chevrolet,150000,Entre Ríos,6451.61,Hatchback,12
Peugeot,48000,Ciudad Autónoma Buenos Aires,17800.0,SUV,7
Volkswagen,88034,Buenos Aires,14700.0,Hatchback,18
Shineray,50000,Ciudad Autónoma Buenos Aires,16000.0,Minivan,8
BMW,42000,Ciudad Autónoma Buenos Aires,59900.0,Coupé,8
Peugeot,105000,Ciudad Autónoma Buenos Aires,8709.68,Hatchback,12
Peugeot,120873,Buenos Aires,12258.06,Sedán,7
Honda,147200,Buenos Aires,18387.1,SUV,7
Ford,150000,Buenos Aires (A.M.B.A.),30000.0,Pickup,4
Peugeot,67000,Buenos Aires (A.M.B.A.),16129.03,SUV,4
Renault,38000,Ciudad Autónoma Buenos Aires,13800.0,Hatchback,7
KIA,166000,Buenos Aires (A.M.B.A.),8709.68,Hatchback,13
Renault,104000,Buenos Aires (A.M.B.A.),11935.48,SUV,6
Ford,80000,Buenos Aires (A.M.B.A.),19000.0,Sedán,9
Peugeot,28000,Ciudad Autónoma Buenos Aires,7096.77,Hatchback,3
Jeep,50000,Neuquén,18000.0,SUV,6
Jeep,100800,Córdoba,14193.55,SUV,8
Ford,70000,Buenos Aires (A.M.B.A.),12700.0,Hatchback,11
FIAT,50000,Buenos Aires (A.M.B.A.),7096.77,Hatchback,12
Jeep,52000,Neuquén,20000.0,SUV,4
Volkswagen,133486,Córdoba,8774.19,Hatchback,9
Honda,247000,Buenos Aires (A.M.B.A.),7741.94,Sedán,18
Renault,220000,Buenos Aires,3096.77,Hatchback,28
Ford,99498,Buenos Aires (A.M.B.A.),10000.0,Hatchback,7
Chevrolet,175000,Mendoza,6451.61,Hatchback,14
Volkswagen,150800,Buenos Aires,8064.52,Minivan,14
Citroën,140000,Mendoza,6774.19,Hatchback,14
Peugeot,196000,Córdoba,8967.1,Cabriolet,12
Citroën,125000,Santa Fe,7419.35,Hatchback,13
Renault,134729,Buenos Aires (A.M.B.A.),9354.84,SUV,13
Toyota,200000,Mendoza,69000.0,SUV,13
Toyota,230000,Entre Ríos,11612.9,SUV,16
Peugeot,35000,Ciudad Autónoma Buenos Aires,5161.29,Furgón,6
Ford,115991,Buenos Aires (A.M.B.A.),9032.26,Hatchback,9
Renault,128000,Buenos Aires,15096.77,Furgón,6
Toyota,271500,Buenos Aires,20400.0,Pickup,19
Volkswagen,73500,Corrientes,11612.9,Minivan,8
Renault,138172,Córdoba,10116.13,Hatchback,8
Citroën,113000,Ciudad Autónoma Buenos Aires,11548.39,Minivan,8
Toyota,11700,Ciudad Autónoma Buenos Aires,35500.0,Sedán,1
FIAT,95000,Misiones,8064.52,Hatchback,8
Peugeot,130000,Buenos Aires (A.M.B.A.),9990.0,Sedán,12
Ford,88000,Buenos Aires (A.M.B.A.),10064.52,Sedán,11
Chevrolet,62000,Buenos Aires,25800.0,Hatchback,3
Peugeot,63000,Ciudad Autónoma Buenos Aires,14774.19,Hatchback,4
Hyundai,132000,Entre Ríos,21500.0,SUV,9
Renault,106000,San Juan,7096.77,Hatchback,11
Peugeot,24000,Ciudad Autónoma Buenos Aires,5483.87,Hatchback,4
FIAT,120000,Córdoba,9161.29,Sedán,11
Peugeot,78000,Buenos Aires,9032.26,Hatchback,12
Citroën,69000,Buenos Aires (A.M.B.A.),12903.23,Sedán,7
Nissan,103000,Ciudad Autónoma Buenos Aires,10500.0,Sedán,16
Volkswagen,110000,Neuquén,10322.58,Minivan,9
Citroën,243000,Buenos Aires,9032.26,Minivan,12
Renault,140667,Ciudad Autónoma Buenos Aires,15000.0,Furgón,10
Volkswagen,81000,Mendoza,8387.1,Hatchback,10
Renault,250000,Mendoza,1935.48,Hatchback,27
Peugeot,139000,Buenos Aires (A.M.B.A.),8387.1,Hatchback,12
FIAT,17000,Córdoba,25741.29,Pickup,1
Renault,150000,Mendoza,8064.52,SUV,13
Nissan,200000,Neuquén,20645.16,Pickup,6
Chevrolet,150000,Ciudad Autónoma Buenos Aires,5548.39,Hatchback,16
Ford,67000,Buenos Aires,23500.0,SUV,6
Chevrolet,190000,Río Negro,5806.45,Sedán,14
Volkswagen,370000,Santa Fe,4032.26,Sedán,13
FIAT,11000,Buenos Aires,27419.35,Pickup,1
Chevrolet,148000,Buenos Aires (A.M.B.A.),6438.71,Hatchback,16
Mitsubishi,400000,Buenos Aires (A.M.B.A.),11500.0,Pickup,28
Chevrolet,88000,Buenos Aires (A.M.B.A.),10645.16,Hatchback,7
Peugeot,184009,Córdoba,11696.77,SUV,8
Renault,250000,Buenos Aires (A.M.B.A.),4193.55,Minivan,17
Renault,123000,Córdoba,7741.94,Hatchback,11
Honda,180000,Córdoba,15806.45,SUV,12
Jeep,4000,Buenos Aires (A.M.B.A.),36000.0,SUV,1
Peugeot,215036,Buenos Aires (A.M.B.A.),12258.06,SUV,7
Chevrolet,1,Neuquén,30967.74,SUV,1
Mercedes,60700,Ciudad Autónoma Buenos Aires,42000.0,Sedán,3
FIAT,190000,Tucumán,6451.61,Hatchback,11
Renault,131500,Córdoba,7612.9,Hatchback,12
Volkswagen,200334,Mendoza,7612.9,Hatchback,15
FIAT,11000,Córdoba,25677.42,SUV,2
Ford,165000,Buenos Aires,10258.06,SUV,10
Jeep,89000,Neuquén,29032.26,SUV,9
Ford,110000,Neuquén,10645.16,Hatchback,10
RAM,54000,Buenos Aires,32903.23,Pickup,2
Peugeot,136098,Córdoba,8219.35,Hatchback,13
Peugeot,59500,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,7
Volkswagen,100000,Entre Ríos,10967.74,Minivan,11
Toyota,65000,Buenos Aires (A.M.B.A.),14800.0,Sedán,14
Toyota,52000,Ciudad Autónoma Buenos Aires,19032.26,Hatchback,4
Volkswagen,65000,Corrientes,15741.94,Hatchback,3
FIAT,100000,Entre Ríos,1935.48,Clásico,39
Volkswagen,110000,Córdoba,7031.61,Hatchback,15
Jeep,51000,Tucumán,14838.71,SUV,6
Peugeot,43000,Neuquén,17225.81,Hatchback,2
Peugeot,63000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,7
Toyota,7000,Mendoza,24516.13,Hatchback,1
Volkswagen,95000,Córdoba,33483.87,Pickup,3
Toyota,120000,Córdoba,26100.0,Pickup,8
Toyota,75000,Entre Ríos,21612.9,Sedán,6
Renault,110000,Chaco,11935.48,Sedán,8
Volkswagen,185000,Buenos Aires (A.M.B.A.),15500.0,Pickup,12
Chevrolet,108000,Mendoza,6322.58,Hatchback,12
Ford,29200,Ciudad Autónoma Buenos Aires,11500.0,Hatchback,12
Peugeot,102600,Buenos Aires,9000.0,Hatchback,12
Volkswagen,133000,Buenos Aires (A.M.B.A.),12258.06,Hatchback,6
Jeep,62000,Ciudad Autónoma Buenos Aires,25161.29,SUV,4
BMW,160000,Entre Ríos,32000.0,SUV,16
Peugeot,43000,Córdoba,14774.19,Hatchback,5
Peugeot,49000,Ciudad Autónoma Buenos Aires,5806.45,Hatchback,7
Peugeot,57000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,7
Honda,117000,Tucumán,19354.84,Sedán,8
FIAT,83000,Córdoba,9677.42,Hatchback,7
Nissan,86000,Buenos Aires (A.M.B.A.),9354.84,Sedán,10
Chevrolet,105000,Buenos Aires (A.M.B.A.),18000.0,Hatchback,9
Renault,100000,Córdoba,11290.32,Sedán,5
KIA,141000,Ciudad Autónoma Buenos Aires,17000.0,SUV,9
Jeep,116270,Córdoba,35000.0,SUV,10
Citroën,1,Neuquén,21290.32,SUV,1
Peugeot,95000,Buenos Aires (A.M.B.A.),11900.0,Hatchback,11
Toyota,190000,Córdoba,10000.0,Sedán,10
Volkswagen,106000,Ciudad Autónoma Buenos Aires,19000.0,Hatchback,7
Renault,240000,San Luis,9612.9,Furgón,11
FIAT,160000,Santa Fe,7741.94,Minivan,10
Volkswagen,133000,Santa Fe,20645.16,Pickup,8
Renault,127000,Córdoba,11548.39,SUV,9
Peugeot,205000,Buenos Aires,10000.0,Cabriolet,14
Volkswagen,360000,Santa Fe,13870.97,Pickup,11
FIAT,197500,Buenos Aires (A.M.B.A.),7741.94,Furgón,13
Chevrolet,116300,Buenos Aires,10838.71,Hatchback,8
Ford,71000,Santa Fe,10645.16,Hatchback,8
Volkswagen,42000,Neuquén,18709.68,SUV,6
Volkswagen,151000,Neuquén,23161.29,SUV,7
Volkswagen,117000,Neuquén,10967.74,Minivan,8
Chevrolet,29100,Córdoba,24000.0,Hatchback,3
Renault,89000,Buenos Aires (A.M.B.A.),8064.52,Hatchback,12
Volkswagen,175000,Santa Fe,6774.19,Hatchback,14
Chevrolet,68000,Buenos Aires (A.M.B.A.),8701.94,Sedán,10
Peugeot,20000,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,3
Ford,137500,Buenos Aires,9612.9,Hatchback,10
Volkswagen,110000,Ciudad Autónoma Buenos Aires,10645.16,Minivan,7
Mercedes,42800,Buenos Aires,31700.0,Hatchback,12
Ford,145000,Buenos Aires (A.M.B.A.),12193.55,Pickup,20
KIA,80300,Ciudad Autónoma Buenos Aires,32900.0,SUV,7
Alfa Romeo,27000,Buenos Aires (A.M.B.A.),65000.0,SUV,3
Volkswagen,121000,Mendoza,11548.39,Hatchback,9
Citroën,125000,Córdoba,6774.19,Hatchback,13
Toyota,364000,Mendoza,18000.0,SUV,20
Ford,40000,Ciudad Autónoma Buenos Aires,16400.0,Hatchback,7
Chevrolet,162000,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,19
Ford,1,Neuquén,36064.52,SUV,0
Mercedes,109000,Tucumán,35000.0,SUV,8
Chevrolet,170000,Buenos Aires (A.M.B.A.),14838.71,Pickup,9
FIAT,123000,Córdoba,10902.58,Pickup,10
Toyota,148000,Salta,10967.74,Sedán,8
Volkswagen,73000,Buenos Aires (A.M.B.A.),39900.0,Pickup,5
Peugeot,109600,Buenos Aires,9900.0,Hatchback,11
Volkswagen,135000,Santa Fe,6129.03,Hatchback,14
FIAT,3200,Buenos Aires (A.M.B.A.),4516.13,Hatchback,1
Toyota,83000,Ciudad Autónoma Buenos Aires,9677.42,Hatchback,12
Toyota,189000,Córdoba,21290.32,Pickup,10
Volkswagen,23000,Neuquén,30000.0,SUV,2
Citroën,539000,Buenos Aires,6000.0,Furgón,13
Chevrolet,150000,Mendoza,9870.97,SUV,12
Renault,285000,Tucumán,7741.94,Hatchback,12
Volkswagen,26000,Córdoba,31935.48,SUV,2
FIAT,180000,Mendoza,7096.77,Hatchback,11
Peugeot,48000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,7
Volkswagen,20000,Ciudad Autónoma Buenos Aires,3870.97,Pickup,2
Honda,50000,Buenos Aires,21000.0,SUV,7
Volkswagen,176000,Córdoba,23500.0,Pickup,14
Citroën,116000,Neuquén,8387.1,Hatchback,11
Toyota,170000,Santa Cruz,17419.35,Pickup,8
Volkswagen,182000,Salta,6451.61,Minivan,13
Renault,233000,Buenos Aires (A.M.B.A.),17741.94,Furgón,13
Chevrolet,20900,Ciudad Autónoma Buenos Aires,15800.0,Sedán,9
Toyota,123000,Chaco,18064.52,Sedán,7
Volkswagen,144000,Buenos Aires (A.M.B.A.),9032.26,Minivan,9
Chery,56000,Salta,15806.45,SUV,4
Audi,122222,Santiago del Estero,17000.0,Sedán,14
Honda,125000,Corrientes,15161.29,SUV,9
Peugeot,128000,Santa Fe,9806.45,Sedán,9
Toyota,109000,Salta,10451.61,Hatchback,8
Peugeot,52000,Ciudad Autónoma Buenos Aires,13548.39,Hatchback,6
Nissan,165000,Mendoza,7096.77,Sedán,16
Renault,91000,Santa Fe,14193.55,Furgón,4
KIA,87000,Neuquén,9612.9,Hatchback,14
Chevrolet,35000,Ciudad Autónoma Buenos Aires,13800.0,Hatchback,4
Peugeot,185000,Ciudad Autónoma Buenos Aires,8967.74,Hatchback,13
FIAT,330000,Santa Fe,2903.23,Wagon,28
Chery,125000,Buenos Aires (A.M.B.A.),5483.87,Hatchback,14
Ford,112000,Santa Fe,10193.55,Hatchback,9
Volkswagen,42000,Buenos Aires (A.M.B.A.),29500.0,Pickup,2
Chevrolet,140000,Santa Fe,8064.52,Hatchback,12
Ford,109000,Córdoba,11483.87,Sedán,8
Renault,110000,Neuquén,13870.97,Furgón,5
Volkswagen,90000,Ciudad Autónoma Buenos Aires,12258.06,Hatchback,8
Audi,168000,Buenos Aires (A.M.B.A.),12903.23,SUV,15
Peugeot,58300,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,7
Ford,94700,Neuquén,10967.74,Hatchback,8
Ford,185000,Ciudad Autónoma Buenos Aires,12838.71,Pickup,9
Jeep,190421,Buenos Aires (A.M.B.A.),15000.0,SUV,12
Peugeot,44000,Ciudad Autónoma Buenos Aires,5483.87,Hatchback,6
Volkswagen,217000,Buenos Aires (A.M.B.A.),7096.77,Hatchback,18
Peugeot,92000,Córdoba,10000.0,Hatchback,9
BMW,140000,Mendoza,16000.0,Hatchback,16
Chery,88000,Neuquén,14193.55,SUV,6
Chevrolet,132000,Ciudad Autónoma Buenos Aires,11741.94,SUV,9
Nissan,17800,Ciudad Autónoma Buenos Aires,26451.61,Sedán,2
Peugeot,143000,Buenos Aires (A.M.B.A.),8500.0,Hatchback,13
Citroën,29000,Santa Fe,18000.0,SUV,5
FIAT,60000,Buenos Aires (A.M.B.A.),14709.68,Sedán,3
Volkswagen,138000,San Luis,10500.0,Hatchback,14
Toyota,28000,Buenos Aires (A.M.B.A.),31612.9,Pickup,4
Renault,86000,Tucumán,7741.94,Hatchback,10
Citroën,230000,Córdoba,8387.1,Sedán,12
Chevrolet,160000,Buenos Aires,14000.0,Sedán,9
Chevrolet,71000,Ciudad Autónoma Buenos Aires,10322.58,Hatchback,6
Chevrolet,124700,Ciudad Autónoma Buenos Aires,12500.0,Sedán,8
FIAT,165000,Ciudad Autónoma Buenos Aires,10258.06,Sedán,5
Renault,25000,Neuquén,10322.58,Hatchback,6
Peugeot,157445,Buenos Aires (A.M.B.A.),6000.0,Hatchback,13
Peugeot,29000,Ciudad Autónoma Buenos Aires,6387.1,Hatchback,4
Renault,130000,Mendoza,8387.1,Hatchback,6
Mercedes,95000,Buenos Aires (A.M.B.A.),32800.0,Sedán,8
Volkswagen,146000,Santa Fe,4838.71,Sedán,15
Peugeot,42000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,7
Nissan,93000,Córdoba,15806.45,SUV,7
Ford,114000,Buenos Aires (A.M.B.A.),10000.0,SUV,12
Peugeot,39000,Ciudad Autónoma Buenos Aires,5096.77,Furgón,5
Volkswagen,70000,Chubut,24516.13,Pickup,4
Ford,60000,Buenos Aires (A.M.B.A.),15600.0,SUV,8
Renault,200000,Ciudad Autónoma Buenos Aires,4193.55,Minivan,27
Peugeot,207970,Misiones,5483.87,Hatchback,16
Volkswagen,88000,Santa Fe,10193.55,Hatchback,9
Toyota,73000,Buenos Aires (A.M.B.A.),44000.0,Pickup,3
Mercedes,187000,Ciudad Autónoma Buenos Aires,23000.0,Furgón,12
Subaru,180000,Buenos Aires (A.M.B.A.),5000.0,Wagon,22
Volkswagen,92000,Buenos Aires (A.M.B.A.),12258.06,Hatchback,8
Volkswagen,33000,Neuquén,30258.06,SUV,3
Ford,140000,Buenos Aires,11612.9,SUV,9
Chery,131000,Buenos Aires (A.M.B.A.),12700.0,SUV,8
Peugeot,38000,Ciudad Autónoma Buenos Aires,5161.29,Hatchback,6
Chevrolet,14800,Córdoba,19032.26,SUV,4
Peugeot,46800,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,7
Volkswagen,165000,Buenos Aires,30000.0,Pickup,4
Peugeot,153000,San Luis,6774.19,Hatchback,14
Toyota,33000,Corrientes,30967.74,SUV,3
Volkswagen,111000,Buenos Aires (A.M.B.A.),13000.0,Sedán,7
Ford,47700,Neuquén,14516.13,Hatchback,5
Peugeot,201000,Santa Fe,9354.84,Sedán,8
Volkswagen,152000,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,24
Chevrolet,186818,Buenos Aires (A.M.B.A.),10322.58,Hatchback,8
Renault,73000,Neuquén,11548.39,Hatchback,8
FIAT,91000,Buenos Aires (A.M.B.A.),12903.23,Sedán,4
Volkswagen,86000,Neuquén,10000.0,Hatchback,11
FIAT,65000,Buenos Aires (A.M.B.A.),10314.84,Hatchback,7
Toyota,50000,San Luis,33000.0,Pickup,4
Peugeot,90000,Entre Ríos,10322.58,SUV,10
Peugeot,61000,Ciudad Autónoma Buenos Aires,10322.58,Hatchback,7
Peugeot,42000,Ciudad Autónoma Buenos Aires,5161.29,Hatchback,4
Volkswagen,119000,Buenos Aires (A.M.B.A.),13419.35,Sedán,8
Renault,175000,Chaco,5161.29,Hatchback,15
Toyota,173000,Chaco,10000.0,Sedán,13
Chevrolet,94000,Ciudad Autónoma Buenos Aires,6774.19,Sedán,12
Volkswagen,202000,San Luis,9612.9,SUV,13
Volkswagen,200000,Buenos Aires,5161.29,Minivan,19
Peugeot,54000,Ciudad Autónoma Buenos Aires,8387.1,Hatchback,7
Ford,33000,Chaco,7096.77,Hatchback,7
Volkswagen,125000,Entre Ríos,20645.16,Sedán,6
KIA,99000,Chaco,10000.0,Hatchback,11
Volkswagen,240000,Buenos Aires (A.M.B.A.),9500.0,Sedán,14
BMW,149000,Buenos Aires,36000.0,SUV,9
Peugeot,150000,Misiones,6129.03,Hatchback,13
Chevrolet,69000,Chaco,10645.16,Sedán,7
Renault,150100,Santa Fe,10000.0,Sedán,11
Volkswagen,90000,Neuquén,9612.9,Hatchback,10
Volkswagen,119000,Buenos Aires (A.M.B.A.),11600.0,Hatchback,8
Chevrolet,38900,Ciudad Autónoma Buenos Aires,17419.35,Sedán,5
Renault,220000,Córdoba,8709.68,SUV,13
Chevrolet,159000,Buenos Aires (A.M.B.A.),8709.68,Hatchback,12
Volkswagen,71000,Mendoza,19032.26,SUV,4
KIA,145000,Buenos Aires,22500.0,SUV,9
Volkswagen,125000,Santa Fe,22580.65,Pickup,8
Volkswagen,129000,Buenos Aires (A.M.B.A.),10000.0,Hatchback,9
FIAT,220000,Buenos Aires (A.M.B.A.),16121.29,Sedán,3
FIAT,68000,Buenos Aires (A.M.B.A.),10322.58,Sedán,9
Peugeot,27300,Buenos Aires (A.M.B.A.),14516.13,Hatchback,3
KIA,157000,Buenos Aires (A.M.B.A.),14500.0,SUV,14
Citroën,237000,Mendoza,4838.71,Hatchback,14
Honda,195000,Buenos Aires (A.M.B.A.),4193.55,Sedán,31
Peugeot,184000,Buenos Aires (A.M.B.A.),9677.42,Sedán,12
BMW,37300,Buenos Aires (A.M.B.A.),31500.0,Hatchback,7
FIAT,98000,Buenos Aires,8903.23,Hatchback,10
Jeep,110000,Tucumán,20967.74,SUV,8
