marca,km,provincia,precio_usd,carroceria,antiguedad
Nissan,300000,Buenos Aires (A.M.B.A.),16000.0,Pickup,14
Peugeot,163000,Misiones,6451.61,Hatchback,13
Renault,178000,Mendoza,4193.55,Hatchback,15
Chevrolet,107000,Buenos Aires,13500.0,SUV,10
Volkswagen,218000,Buenos Aires (A.M.B.A.),13500.0,Sedán,12
Peugeot,74000,Buenos Aires (A.M.B.A.),8387.1,Hatchback,11
Chevrolet,98000,Ciudad Autónoma Buenos Aires,26451.61,Pickup,5
Peugeot,7000,Ciudad Autónoma Buenos Aires,6774.19,Hatchback,2
Volkswagen,92000,Neuquén,19354.84,SUV,6
Honda,191000,Córdoba,12192.9,SUV,15
Citroën,150000,Santa Fe,5161.29,Hatchback,15
Peugeot,202376,Salta,7741.94,Hatchback,11
Peugeot,102000,Ciudad Autónoma Buenos Aires,9354.84,Hatchback,11
Chevrolet,178000,Chaco,6832.26,Sedán,13
Chevrolet,161000,Córdoba,9677.42,SUV,13
FIAT,136000,Buenos Aires (A.M.B.A.),5806.45,Hatchback,15
Ford,105000,Ciudad Autónoma Buenos Aires,11612.9,SUV,6
Toyota,85000,Mendoza,20000.0,Sedán,7
Volkswagen,120000,Mendoza,9677.42,Sedán,9
Renault,70000,Ciudad Autónoma Buenos Aires,5645.16,Hatchback,9
Ford,135000,Santa Fe,10645.16,Hatchback,10
Ford,109000,Tucumán,4838.71,SUV,22
Peugeot,245664,Buenos Aires (A.M.B.A.),3322.58,Hatchback,18
Chevrolet,92000,Buenos Aires (A.M.B.A.),9354.84,Hatchback,7
Chevrolet,128000,Mendoza,7419.35,Hatchback,11
Renault,149000,Ciudad Autónoma Buenos Aires,6600.0,Hatchback,16
Nissan,57000,Ciudad Autónoma Buenos Aires,19032.26,Sedán,6
Peugeot,13000,Córdoba,15806.45,Hatchback,1
Citroën,179000,Córdoba,7032.26,Hatchback,13
Nissan,216400,Buenos Aires (A.M.B.A.),5900.0,Sedán,16
Ford,150000,Buenos Aires (A.M.B.A.),4516.13,Hatchback,21
Toyota,192000,Buenos Aires (A.M.B.A.),11000.0,Sedán,11
Volkswagen,77000,Buenos Aires (A.M.B.A.),17500.0,Hatchback,10
Ford,28000,Buenos Aires (A.M.B.A.),45160.65,Pickup,2
FIAT,53000,Buenos Aires (A.M.B.A.),7741.94,Hatchback,10
Citroën,150000,Chaco,6774.19,Hatchback,12
Nissan,80000,Ciudad Autónoma Buenos Aires,8650.0,Hatchback,14
Mercedes,300000,Buenos Aires (A.M.B.A.),20000.0,Furgón,16
Jeep,94253,Buenos Aires (A.M.B.A.),14000.0,SUV,10
Peugeot,102200,Buenos Aires (A.M.B.A.),7200.0,Hatchback,20
Citroën,100000,Buenos Aires (A.M.B.A.),9677.42,Hatchback,7
Toyota,184000,Córdoba,20000.0,Sedán,9
Toyota,105000,Buenos Aires,21800.0,Sedán,5
BMW,98000,Córdoba,41000.0,Sedán,9
Ford,119342,Buenos Aires,9032.26,Hatchback,12
Citroën,126400,Córdoba,9032.26,Sedán,10
Citroën,126400,Córdoba,8709.68,Sedán,10
Volkswagen,120000,Ciudad Autónoma Buenos Aires,7741.94,Minivan,11
Toyota,200000,Chaco,23225.81,Pickup,9
Peugeot,471000,Buenos Aires,3548.39,Hatchback,14
Suzuki,179000,San Juan,18500.0,SUV,31
Chery,108000,Neuquén,12258.06,SUV,8
BMW,202000,Córdoba,10322.58,Hatchback,13
Renault,140000,Entre Ríos,14193.55,SUV,7
Toyota,128000,Ciudad Autónoma Buenos Aires,11000.0,Hatchback,10
FIAT,28200,Ciudad Autónoma Buenos Aires,22500.0,SUV,7
Iveco,116900,Buenos Aires (A.M.B.A.),38100.0,Camión,7
Citroën,125500,Ciudad Autónoma Buenos Aires,9354.84,Sedán,9
Peugeot,100000,Ciudad Autónoma Buenos Aires,10500.0,Sedán,10
FIAT,109200,Córdoba,12903.23,Sedán,4
Peugeot,52000,Santa Fe,9483.87,Hatchback,12
Nissan,125000,Ciudad Autónoma Buenos Aires,9850.0,Sedán,16
Ford,219000,Ciudad Autónoma Buenos Aires,5100.0,Hatchback,15
Volkswagen,180000,Mendoza,7741.94,Hatchback,8
Ford,1000,Buenos Aires,3096.77,Clásico,46
Ford,50000,Buenos Aires (A.M.B.A.),11000.0,Hatchback,9
Peugeot,15000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,5
Toyota,89000,Santa Fe,16500.0,Sedán,10
Chevrolet,120000,Buenos Aires (A.M.B.A.),10500.0,Hatchback,10
Peugeot,38000,Ciudad Autónoma Buenos Aires,5161.29,SUV,5
Volkswagen,150000,Salta,3500.0,Pickup,20
Ford,50000,Córdoba,15483.87,SUV,5
Chevrolet,142000,Buenos Aires (A.M.B.A.),6500.0,Sedán,16
Volkswagen,78000,Buenos Aires (A.M.B.A.),12000.0,Hatchback,10
Chevrolet,100000,Córdoba,9354.84,Hatchback,9
Volkswagen,46000,Ciudad Autónoma Buenos Aires,10000.0,Hatchback,15
FIAT,140000,Ciudad Autónoma Buenos Aires,7677.42,Hatchback,8
Peugeot,97700,Córdoba,9354.84,Hatchback,10
Ford,172000,Ciudad Autónoma Buenos Aires,19900.0,Pickup,9
Toyota,103000,Buenos Aires (A.M.B.A.),9677.42,Sedán,9
Chevrolet,110000,Santa Fe,5161.29,Sedán,11
Citroën,125000,Santa Fe,8200.0,Hatchback,11
Citroën,160000,Buenos Aires,9677.42,Sedán,8
Ford,90000,Ciudad Autónoma Buenos Aires,2516.13,Hatchback,20
Ika,1100,Córdoba,10967.74,Clásico,56
Chevrolet,69000,Mendoza,16451.61,Sedán,4
Chevrolet,95000,Entre Ríos,16000.0,Sedán,6
Renault,109000,Ciudad Autónoma Buenos Aires,11741.94,Hatchback,9
Renault,220000,Buenos Aires,3032.26,Hatchback,26
Volkswagen,99500,Ciudad Autónoma Buenos Aires,18500.0,Sedán,9
Renault,55000,Córdoba,14838.71,Furgón,3
Toyota,94000,Buenos Aires (A.M.B.A.),11500.0,Sedán,11
Toyota,19800,Buenos Aires,27600.0,Sedán,4
Chevrolet,129000,Buenos Aires (A.M.B.A.),9032.26,Hatchback,11
Peugeot,91600,Córdoba,9032.26,Hatchback,9
Volkswagen,172000,Ciudad Autónoma Buenos Aires,10500.0,Minivan,11
FIAT,10000,Mendoza,2903.23,Hatchback,50
Renault,134000,Ciudad Autónoma Buenos Aires,7419.35,Sedán,9
Volkswagen,83000,Río Negro,21935.48,SUV,5
Ford,118900,Buenos Aires (A.M.B.A.),14500.0,SUV,8
Volkswagen,80000,Buenos Aires,33000.0,Pickup,9
KIA,216000,Santa Fe,6500.0,Hatchback,19
Dodge,166000,Buenos Aires (A.M.B.A.),9500.0,SUV,15
Peugeot,120000,Mendoza,13000.0,Hatchback,12
Peugeot,89653,Ciudad Autónoma Buenos Aires,9025.81,Sedán,11
Ford,236000,Buenos Aires,9500.0,SUV,15
Volkswagen,120000,Mendoza,4516.13,Hatchback,19
Mercedes,91000,Salta,9677.42,Cabriolet,45
FIAT,153000,Tucumán,13225.81,Pickup,10
Toyota,79000,Chaco,5161.29,Hatchback,8
Toyota,151000,Neuquén,28387.1,Pickup,7
Ford,103000,Córdoba,11741.94,Hatchback,10
Ford,200000,Buenos Aires (A.M.B.A.),10967.74,Sedán,11
FIAT,5000,Córdoba,6129.03,Furgón,16
Volkswagen,118000,Buenos Aires,7000.0,Hatchback,23
Ford,60000,Mendoza,27096.77,Pickup,5
Peugeot,20500,Ciudad Autónoma Buenos Aires,3225.81,Hatchback,5
Peugeot,130000,Buenos Aires (A.M.B.A.),8680.65,Furgón,13
Ford,8000,Córdoba,38500.0,SUV,1
Volkswagen,240000,Córdoba,6451.61,Minivan,15
Peugeot,288914,Buenos Aires,3870.97,Hatchback,18
Toyota,240000,Buenos Aires,27900.0,Pickup,10
Volkswagen,257000,Córdoba,7419.35,Minivan,12
FIAT,79000,Misiones,8703.23,Hatchback,12
Ford,112880,Buenos Aires (A.M.B.A.),44300.0,Pickup,5
Peugeot,124600,Buenos Aires (A.M.B.A.),4838.71,Hatchback,18
Volkswagen,190000,Buenos Aires,6129.03,Hatchback,13
FIAT,105000,Buenos Aires (A.M.B.A.),9500.0,Hatchback,16
Ford,97000,Neuquén,11548.39,Hatchback,9
Peugeot,25800,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,4
Volkswagen,70921,Buenos Aires,8000.0,Clásico,46
Renault,196000,Buenos Aires (A.M.B.A.),6129.03,Furgón,18
FIAT,70000,Entre Ríos,16000.0,Pickup,10
Audi,120000,Buenos Aires (A.M.B.A.),27500.0,Sedán,8
Volvo,177000,Ciudad Autónoma Buenos Aires,9000.0,Sedán,35
Peugeot,200000,Entre Ríos,4193.55,Hatchback,19
Porsche,85000,Córdoba,6129.03,Coupé,8
Chery,188000,Córdoba,10000.0,SUV,11
Peugeot,21200,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,5
Peugeot,84500,Córdoba,7741.94,Hatchback,13
Peugeot,49000,Ciudad Autónoma Buenos Aires,6129.03,Hatchback,7
Volkswagen,114000,Córdoba,10000.0,Hatchback,9
Ford,70000,Buenos Aires,12903.23,SUV,8
FIAT,103000,Córdoba,9032.26,Sedán,14
Porsche,95786,Buenos Aires (A.M.B.A.),60000.0,SUV,13
Chevrolet,133000,Buenos Aires (A.M.B.A.),11612.9,Sedán,10
FIAT,105000,Neuquén,10000.0,Hatchback,9
FIAT,76000,Mendoza,7000.0,Sedán,17
FIAT,101000,Buenos Aires (A.M.B.A.),23000.0,Pickup,8
FIAT,85000,Córdoba,13548.39,Sedán,4
Renault,186000,Buenos Aires (A.M.B.A.),5483.87,Furgón,27
Volkswagen,220000,Ciudad Autónoma Buenos Aires,13500.0,Sedán,11
Renault,21500,Ciudad Autónoma Buenos Aires,12903.23,Hatchback,5
Chevrolet,240000,Buenos Aires (A.M.B.A.),6774.19,Minivan,14
Honda,74000,Buenos Aires (A.M.B.A.),24000.0,SUV,8
Chevrolet,68000,Ciudad Autónoma Buenos Aires,21000.0,SUV,6
Volkswagen,126000,Buenos Aires (A.M.B.A.),13000.0,Hatchback,9
Mercedes,470000,Buenos Aires (A.M.B.A.),24300.0,Furgón,16
Volkswagen,68000,Río Negro,10322.58,Minivan,11
Volkswagen,205000,Buenos Aires (A.M.B.A.),12903.23,Pickup,11
Hyundai,133000,Misiones,23000.0,Coupé,15
Ford,82000,Córdoba,27096.77,SUV,5
Ford,96000,Córdoba,9677.42,Hatchback,9
Ford,120000,Buenos Aires (A.M.B.A.),17200.0,Hatchback,8
Ford,275000,Chubut,10645.16,Pickup,19
FIAT,145000,Ciudad Autónoma Buenos Aires,6451.61,Minivan,13
Volkswagen,64000,Buenos Aires (A.M.B.A.),6000.0,Hatchback,33
Volkswagen,173000,Buenos Aires,5483.87,SUV,19
Ford,142000,Ciudad Autónoma Buenos Aires,9967.74,Hatchback,6
Nissan,205000,Tucumán,6451.61,Sedán,13
BMW,200000,Buenos Aires (A.M.B.A.),8900.0,Sedán,21
KIA,330000,Ciudad Autónoma Buenos Aires,15000.0,SUV,14
Peugeot,110000,Ciudad Autónoma Buenos Aires,15200.0,Hatchback,7
FIAT,118000,Santa Fe,8500.0,Minivan,11
Toyota,39900,Buenos Aires (A.M.B.A.),15000.0,Sedán,9
FIAT,260000,Buenos Aires (A.M.B.A.),4516.13,Hatchback,32
Chevrolet,95000,Mendoza,35000.0,SUV,7
Peugeot,32500,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,5
Volkswagen,255000,Ciudad Autónoma Buenos Aires,3870.97,SUV,15
Volkswagen,55000,Buenos Aires (A.M.B.A.),31000.0,SUV,4
Ford,77800,Ciudad Autónoma Buenos Aires,10000.0,SUV,11
FIAT,120000,Buenos Aires (A.M.B.A.),15161.29,Pickup,5
FIAT,65300,Ciudad Autónoma Buenos Aires,9354.84,Hatchback,9
Chevrolet,157000,Buenos Aires (A.M.B.A.),8387.1,Hatchback,11
FIAT,95000,Misiones,8380.65,Hatchback,11
Ford,70000,Buenos Aires (A.M.B.A.),25677.42,SUV,5
Peugeot,60000,Córdoba,9677.42,Hatchback,9
Peugeot,96000,Buenos Aires (A.M.B.A.),11612.9,Hatchback,10
Chevrolet,125000,Buenos Aires (A.M.B.A.),11612.9,Hatchback,9
Peugeot,122500,Buenos Aires,6774.19,Hatchback,12
FIAT,186000,Misiones,10322.58,Pickup,8
Chevrolet,160000,Ciudad Autónoma Buenos Aires,13700.0,SUV,13
Ford,43000,Buenos Aires (A.M.B.A.),18750.0,SUV,8
Citroën,151800,Santiago del Estero,12000.0,Sedán,9
Peugeot,19000,Ciudad Autónoma Buenos Aires,5161.29,Hatchback,4
Daihatsu,219000,Córdoba,11000.0,Furgón,45
Volkswagen,154000,Buenos Aires (A.M.B.A.),11000.0,Hatchback,10
Volkswagen,57000,Córdoba,25096.77,Sedán,5
FIAT,191000,Ciudad Autónoma Buenos Aires,7096.77,Sedán,11
Volkswagen,180000,Buenos Aires (A.M.B.A.),23800.0,SUV,8
Renault,93000,Mendoza,13741.94,Furgón,7
Ford,15000,Ciudad Autónoma Buenos Aires,30000.0,Pickup,8
Ford,85000,Buenos Aires (A.M.B.A.),11000.0,Hatchback,10
Peugeot,139000,Entre Ríos,15000.0,Hatchback,8
Chevrolet,38000,Mendoza,9032.26,Hatchback,10
Ford,140000,Córdoba,12903.23,SUV,8
Mercedes,430000,Buenos Aires (A.M.B.A.),40000.0,Furgón,15
Hyundai,98000,Ciudad Autónoma Buenos Aires,20000.0,SUV,10
Peugeot,80000,Buenos Aires (A.M.B.A.),15161.29,Hatchback,4
Ford,250000,Córdoba,3870.97,Clásico,41
Peugeot,18000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,4
Ford,120000,Buenos Aires,1032.26,Hatchback,29
Volkswagen,74000,Misiones,20638.71,SUV,5
FIAT,39400,Buenos Aires (A.M.B.A.),13741.94,Sedán,3
Citroën,150000,Buenos Aires (A.M.B.A.),10000.0,Sedán,10
Dodge,200000,Misiones,8387.1,SUV,16
Chevrolet,106000,Neuquén,15000.0,Minivan,7
FIAT,150000,Chaco,6000.0,Hatchback,12
Chevrolet,145000,Buenos Aires (A.M.B.A.),10000.0,Hatchback,8
Honda,140000,Córdoba,16774.19,SUV,10
Volkswagen,80333,Mendoza,6322.58,Hatchback,13
Volkswagen,91000,Córdoba,8064.52,Hatchback,9
Citroën,125600,Ciudad Autónoma Buenos Aires,9354.84,Sedán,8
Volkswagen,176313,Buenos Aires,10000.0,Minivan,9
Peugeot,152000,Buenos Aires,10500.0,Hatchback,15
Volkswagen,170000,Mendoza,8709.68,Sedán,14
FIAT,53000,Ciudad Autónoma Buenos Aires,17000.0,Sedán,3
Citroën,86000,Salta,16000.0,Sedán,12
Peugeot,30300,Ciudad Autónoma Buenos Aires,12000.0,Sedán,12
Peugeot,31300,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,5
Geely,24100,La Rioja,7741.94,Sedán,9
Ford,114000,Buenos Aires (A.M.B.A.),8500.0,Hatchback,13
Peugeot,39000,Ciudad Autónoma Buenos Aires,9677.42,Hatchback,4
Citroën,160000,Tucumán,8709.68,Furgón,8
BMW,119600,Mendoza,15900.0,Sedán,16
Peugeot,73000,Santa Fe,9741.94,Hatchback,8
Ford,113000,Buenos Aires (A.M.B.A.),11200.0,SUV,10
Renault,90000,Buenos Aires,12838.71,SUV,9
Peugeot,23200,Ciudad Autónoma Buenos Aires,4193.55,Hatchback,4
Mercedes,350000,Buenos Aires,16129.03,Furgón,10
Renault,112000,Córdoba,7580.65,Hatchback,12
Volkswagen,97000,Buenos Aires,8064.52,Hatchback,9
Volkswagen,71000,Buenos Aires (A.M.B.A.),11500.0,Minivan,9
Hyundai,234000,Buenos Aires (A.M.B.A.),11300.0,SUV,18
Lifan,109000,Ciudad Autónoma Buenos Aires,8500.0,SUV,10
BMW,88000,Buenos Aires (A.M.B.A.),37000.0,SUV,11
Peugeot,19800,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,4
Renault,140000,Buenos Aires,9677.42,SUV,9
Volkswagen,135000,Córdoba,22580.65,Pickup,10
Peugeot,48000,Ciudad Autónoma Buenos Aires,3548.39,Hatchback,6
Ford,163000,Mendoza,8064.52,Hatchback,14
Peugeot,112000,Buenos Aires (A.M.B.A.),9500.0,Hatchback,16
Jeep,36500,Misiones,17000.0,SUV,9
Chevrolet,6500,Buenos Aires (A.M.B.A.),16129.03,Hatchback,2
Audi,64000,Entre Ríos,18000.0,Hatchback,16
Citroën,249800,Buenos Aires (A.M.B.A.),6000.0,Minivan,15
Renault,155000,Córdoba,5806.45,Hatchback,15
Ford,251000,Buenos Aires,4838.71,Hatchback,19
Ford,133400,Córdoba,21225.81,Pickup,10
Citroën,182000,Córdoba,7741.94,Minivan,14
Volkswagen,139000,Ciudad Autónoma Buenos Aires,13000.0,Hatchback,7
Chevrolet,170000,Buenos Aires,4000.0,Hatchback,18
Ford,63000,Ciudad Autónoma Buenos Aires,13548.39,SUV,7
FIAT,86000,Buenos Aires,4500.0,Clásico,56
Renault,180000,Córdoba,8709.68,SUV,14
Chevrolet,107000,Mendoza,6645.16,Sedán,11
Ford,159000,Ciudad Autónoma Buenos Aires,8064.52,Sedán,14
Peugeot,63000,Ciudad Autónoma Buenos Aires,5806.45,Furgón,5
Renault,139000,Salta,8709.68,Hatchback,11
Volkswagen,74000,Ciudad Autónoma Buenos Aires,10322.58,Minivan,7
BMW,114000,Buenos Aires,31500.0,SUV,13
Honda,59000,Buenos Aires (A.M.B.A.),25000.0,SUV,8
Ford,156215,Buenos Aires (A.M.B.A.),5483.87,Hatchback,19
Chevrolet,173000,Ciudad Autónoma Buenos Aires,5500.0,Hatchback,18
Chevrolet,46000,Buenos Aires (A.M.B.A.),13500.0,Sedán,8
Mercedes,213000,La Pampa,12903.23,Sedán,15
FIAT,95000,Buenos Aires (A.M.B.A.),8709.68,Hatchback,9
Ford,87100,Buenos Aires (A.M.B.A.),13000.0,SUV,15
Jeep,179000,Buenos Aires (A.M.B.A.),13000.0,SUV,12
Honda,118500,Ciudad Autónoma Buenos Aires,12000.0,Hatchback,15
smart,58000,Ciudad Autónoma Buenos Aires,10500.0,Hatchback,14
FIAT,50000,San Luis,12903.23,Sedán,4
Volkswagen,110000,Buenos Aires,11290.32,Minivan,10
Volkswagen,172000,Buenos Aires,6774.19,Minivan,16
Renault,194000,Córdoba,7419.35,Hatchback,14
FIAT,180000,Córdoba,9032.26,Sedán,11
Peugeot,109000,Santa Fe,9032.26,Sedán,9
Ford,62900,Ciudad Autónoma Buenos Aires,11500.0,Hatchback,12
Volkswagen,71200,Buenos Aires (A.M.B.A.),8100.0,Hatchback,13
Nissan,312000,Mendoza,8387.1,Pickup,20
Peugeot,150000,Córdoba,7096.77,SUV,14
Peugeot,41000,Ciudad Autónoma Buenos Aires,3870.97,Hatchback,6
Peugeot,90000,Buenos Aires,12838.71,SUV,8
Jeep,68900,Buenos Aires,35500.0,SUV,3
Peugeot,34000,Buenos Aires (A.M.B.A.),22000.0,Hatchback,6
Ford,200000,Mendoza,5032.26,Hatchback,18
Hyundai,125000,Córdoba,22800.0,SUV,10
Renault,119100,Santa Fe,6967.74,Hatchback,14
Jeep,24000,Buenos Aires,17419.35,SUV,3
Ford,306000,Córdoba,10000.0,Pickup,21
Nissan,120000,Buenos Aires,11935.48,Sedán,9
Renault,130000,Buenos Aires,6967.74,Sedán,13
Peugeot,160000,Buenos Aires (A.M.B.A.),6193.55,Hatchback,14
Volkswagen,140000,Buenos Aires,9032.26,Hatchback,14
Citroën,122000,Córdoba,10645.16,Hatchback,8
Citroën,160000,Buenos Aires (A.M.B.A.),7500.0,Minivan,14
Ford,111000,Neuquén,10645.16,Hatchback,8
Peugeot,92000,Tucumán,12000.0,Hatchback,8
Volkswagen,92000,Ciudad Autónoma Buenos Aires,8709.68,Hatchback,11
Chevrolet,76500,Ciudad Autónoma Buenos Aires,8900.0,Hatchback,16
Peugeot,27500,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,4
Volkswagen,59500,Buenos Aires,19032.26,Sedán,7
Volkswagen,157000,Mendoza,34000.0,Pickup,6
Citroën,109000,Misiones,9677.42,Sedán,10
Volkswagen,29000,Buenos Aires,22580.65,Pickup,3
Chevrolet,118000,Buenos Aires (A.M.B.A.),12000.0,SUV,11
Chevrolet,223500,La Pampa,4838.71,Hatchback,19
Chevrolet,145000,Santa Fe,5741.94,Minivan,15
Chevrolet,78000,Mendoza,20000.0,Sedán,7
Toyota,75000,Santa Fe,14516.13,Sedán,9
Peugeot,53000,Córdoba,14516.13,Hatchback,7
Renault,117000,Buenos Aires (A.M.B.A.),7741.94,Hatchback,8
Peugeot,153000,Buenos Aires,10000.0,Hatchback,12
Ford,130000,Buenos Aires,27032.26,Pickup,5
Volkswagen,54500,Ciudad Autónoma Buenos Aires,10644.52,Hatchback,6
FIAT,156000,Río Negro,6774.19,Hatchback,16
Hyundai,61000,Buenos Aires (A.M.B.A.),27500.0,Coupé,14
Volkswagen,185000,Buenos Aires (A.M.B.A.),8490.0,Minivan,15
Peugeot,9500,Ciudad Autónoma Buenos Aires,22580.65,Hatchback,2
Toyota,270000,Córdoba,16129.03,Pickup,11
FIAT,96000,Buenos Aires (A.M.B.A.),11290.32,Sedán,3
Ford,282000,Buenos Aires,13000.0,SUV,16
Peugeot,9800,Ciudad Autónoma Buenos Aires,4838.71,Hatchback,3
Peugeot,100779,San Juan,2258.06,Clásico,45
Citroën,950000,Córdoba,20645.16,Furgón,3
Chevrolet,70000,Buenos Aires (A.M.B.A.),15000.0,Hatchback,6
Ford,230000,Buenos Aires (A.M.B.A.),4580.65,Hatchback,18
Chevrolet,100000,Mendoza,9161.29,Hatchback,10
Volkswagen,19000,Entre Ríos,29677.42,Pickup,4
Renault,218000,Ciudad Autónoma Buenos Aires,6300.0,Hatchback,17
Ford,160000,Buenos Aires,10322.58,Sedán,12
Ford,112000,Ciudad Autónoma Buenos Aires,12000.0,SUV,9
Jeep,63000,Córdoba,18709.68,SUV,4
Peugeot,17000,Ciudad Autónoma Buenos Aires,10967.74,Hatchback,4
Peugeot,60000,Buenos Aires,9500.0,Hatchback,12
Renault,10000,Santa Fe,10000.0,Clásico,52
Renault,65000,Neuquén,12903.23,SUV,8
Renault,17000,Buenos Aires (A.M.B.A.),17000.0,Hatchback,2
Nissan,52000,Buenos Aires,31612.9,Pickup,4
Ford,96000,Buenos Aires,16500.0,Hatchback,9
Chevrolet,106000,Santa Fe,7096.77,Hatchback,11
Volkswagen,78000,Ciudad Autónoma Buenos Aires,9612.9,Minivan,11
Toyota,72000,Ciudad Autónoma Buenos Aires,12258.06,Sedán,8
Chevrolet,71000,Buenos Aires,8000.0,Sedán,13
Chevrolet,149000,Buenos Aires (A.M.B.A.),17000.0,SUV,9
Peugeot,17000,Ciudad Autónoma Buenos Aires,17200.0,Hatchback,3
Renault,200000,Mendoza,10645.16,SUV,12
Peugeot,34000,Ciudad Autónoma Buenos Aires,6451.61,Hatchback,6
Renault,132000,Río Negro,7741.94,Furgón,10
Nissan,127000,Santa Fe,20000.0,Pickup,6
FIAT,54000,Santa Fe,11935.48,Hatchback,8
Citroën,56000,Ciudad Autónoma Buenos Aires,12900.0,Hatchback,8
Volkswagen,174000,Ciudad Autónoma Buenos Aires,10967.74,Sedán,12
Volkswagen,135000,Misiones,8709.68,Hatchback,11
Toyota,114000,Córdoba,17500.0,Sedán,10
Volkswagen,220000,Mendoza,4838.71,Minivan,19
Volkswagen,58000,Santa Fe,19900.0,Sedán,10
Peugeot,163500,Ciudad Autónoma Buenos Aires,7000.0,Hatchback,15
Honda,120000,Ciudad Autónoma Buenos Aires,16129.03,SUV,9
Chevrolet,114000,Buenos Aires (A.M.B.A.),7677.42,Sedán,10
Honda,80000,Buenos Aires (A.M.B.A.),19800.0,SUV,9
Peugeot,44753,Mendoza,15806.45,Hatchback,4
Chevrolet,46000,Río Negro,12903.23,Minivan,9
Renault,187000,Buenos Aires,5900.0,Hatchback,27
Honda,100000,Buenos Aires (A.M.B.A.),22500.0,SUV,7
KIA,52000,Ciudad Autónoma Buenos Aires,38000.0,Minivan,9
FIAT,103000,Ciudad Autónoma Buenos Aires,18900.0,Pickup,6
Volkswagen,65000,Santa Fe,10193.55,Hatchback,9
Renault,230000,Santa Fe,9348.39,Furgón,9
Volkswagen,110000,Buenos Aires (A.M.B.A.),21500.0,Hatchback,10
Volkswagen,236000,Córdoba,14193.55,Pickup,12
Ford,100000,Mendoza,10645.16,Pickup,17
BMW,190000,Mendoza,23000.0,Sedán,12
Renault,95000,Buenos Aires (A.M.B.A.),15000.0,Pickup,9
FIAT,77700,Córdoba,17354.84,Pickup,9
Ford,80000,Buenos Aires,17419.35,Pickup,8
Renault,83000,Ciudad Autónoma Buenos Aires,13870.97,SUV,7
Toyota,60000,Ciudad Autónoma Buenos Aires,22580.65,Sedán,4
Peugeot,15000,Santa Fe,19032.26,SUV,3
KIA,340000,Ciudad Autónoma Buenos Aires,12900.0,SUV,13
Ford,18600,Buenos Aires (A.M.B.A.),20500.0,Pickup,11
Peugeot,22000,Ciudad Autónoma Buenos Aires,4516.13,Hatchback,4
Toyota,28000,Río Negro,20645.16,Hatchback,4
FIAT,83000,Córdoba,9677.42,Hatchback,9
Ford,38000,Ciudad Autónoma Buenos Aires,13225.81,Hatchback,8
Peugeot,106000,Buenos Aires,7612.9,Hatchback,14
Renault,259824,Córdoba,8064.52,SUV,14
Renault,210000,Mendoza,5483.87,Hatchback,16
Chevrolet,180000,Buenos Aires (A.M.B.A.),11000.0,SUV,11
Hyundai,150000,Neuquén,9032.26,SUV,13
Honda,250000,Ciudad Autónoma Buenos Aires,5483.87,Sedán,21
FIAT,10000,Neuquén,19354.84,SUV,1
Peugeot,114000,Chaco,10967.74,Hatchback,8
Hyundai,184000,Ciudad Autónoma Buenos Aires,32000.0,Coupé,13
Ford,100000,Neuquén,24838.71,Pickup,4
Chery,124000,Buenos Aires (A.M.B.A.),9500.0,SUV,11
Volkswagen,152000,Buenos Aires (A.M.B.A.),9032.26,Minivan,11
Ford,110131,Buenos Aires (A.M.B.A.),10967.74,Sedán,9
Peugeot,202000,Neuquén,7741.94,Furgón,12
Volkswagen,159000,Córdoba,11290.32,Pickup,8
Ford,126500,Ciudad Autónoma Buenos Aires,13000.0,SUV,15
Toyota,75000,Santa Fe,44000.0,SUV,5
Renault,400000,Ciudad Autónoma Buenos Aires,7500.0,Furgón,14
Ford,211000,Ciudad Autónoma Buenos Aires,16900.0,SUV,10
Citroën,88016,Ciudad Autónoma Buenos Aires,8322.58,Minivan,12
Citroën,105000,Santa Fe,10322.58,Hatchback,8
Chevrolet,165000,Mendoza,6774.19,Hatchback,13
Ford,170000,Córdoba,8580.65,Hatchback,12
Ford,174000,Buenos Aires (A.M.B.A.),7258.06,Hatchback,15
Hyundai,117000,Entre Ríos,23870.97,Camión,11
Citroën,71500,Ciudad Autónoma Buenos Aires,12774.19,Sedán,8
Ford,130000,Ciudad Autónoma Buenos Aires,9677.42,Hatchback,8
Ford,69000,Santa Fe,5161.29,Hatchback,15
Audi,130000,Buenos Aires,19001.0,SUV,13
Chevrolet,114500,Córdoba,23025.81,Pickup,9
Volkswagen,230000,Córdoba,20500.0,Pickup,9
FIAT,315000,Santa Fe,8129.03,Sedán,11
Chevrolet,59000,Ciudad Autónoma Buenos Aires,10645.16,Hatchback,7
Chevrolet,133000,Ciudad Autónoma Buenos Aires,12258.06,Sedán,9
Peugeot,151000,Buenos Aires,6645.16,Hatchback,14
Nissan,159300,Córdoba,5483.87,Sedán,15
Chevrolet,130000,Ciudad Autónoma Buenos Aires,13548.39,Hatchback,8
