marca,modelo,anio,km,precio,moneda,ciudad,provincia
Renault,Mégane,1998,220000,4800000.0,ARS,Olivera,Buenos Aires
Ford,Ka,2019,99498,15500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Chevrolet,Astra,2012,175000,10000000.0,ARS,Tupungato,Mendoza
Volkswagen,Suran,2012,150800,12500000.0,ARS,Tandil,Buenos Aires
Citroën,C3,2012,140000,10500000.0,ARS,El Resguardo,Mendoza
Peugeot,308 CC,2014,196000,13899000.0,ARS,Córdoba,Córdoba
Citroën,C3,2013,125000,11500000.0,ARS,Santa Fe,Santa Fe
Renault,Duster,2013,134729,14500000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Toyota,Land Cruiser,2013,200000,69000.0,USD,Guaymallén,Mendoza
Toyota,RAV4,2010,230000,18000000.0,ARS,Crespo,Entre Ríos
Chevrolet,Combo,1998,100,6500000.0,ARS,Villa Krause,San Juan
Peugeot,Partner,2020,35000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Ford,Ka,2017,115991,14000000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Renault,Kangoo,2020,128000,23400000.0,ARS,Tandil,Buenos Aires
Toyota,Hilux,2007,271500,20400.0,USD,Tandil,Buenos Aires
Volkswagen,Suran,2018,73500,18000000.0,ARS,Corrientes,Corrientes
FIAT,Cronos,2026,300,29700000.0,ARS,Mar del Plata,Buenos Aires
Renault,Sandero,2018,138172,15680000.0,ARS,Córdoba,Córdoba
Citroën,C4 Picasso,2018,113000,17900000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2025,11700,35500.0,USD,Palermo,Ciudad Autónoma Buenos Aires
FIAT,Palio,2018,95000,12500000.0,ARS,Posadas,Misiones
Peugeot,408,2014,130000,9990.0,USD,Ramos Mejia,Buenos Aires (A.M.B.A.)
BMW,Serie 3 Sedán,2013,145000,28000.0,USD,Tres Arroyos,Buenos Aires
Ford,Fiesta Kinetic Sedán,2015,88000,15600000.0,ARS,La Tablada,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze RS,2023,62000,25800.0,USD,Mar del Plata,Buenos Aires
Peugeot,208,2022,63000,22900000.0,ARS,San Cristóbal,Ciudad Autónoma Buenos Aires
Hyundai,Tucson,2017,132000,21500.0,USD,Parana,Entre Ríos
Renault,Clio Mío,2015,106000,11000000.0,ARS,San Juan,San Juan
Peugeot,208,2022,24000,8500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
FIAT,Siena,2015,120000,14200000.0,ARS,Córdoba,Córdoba
Peugeot,208,2014,78000,14000000.0,ARS,Tandil,Buenos Aires
Citroën,C4 Lounge,2019,69000,20000000.0,ARS,Adrogue,Buenos Aires (A.M.B.A.)
Nissan,Tiida,2010,103000,10500.0,USD,Villa Urquiza,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2017,110000,16000000.0,ARS,Neuquén,Neuquén
Citroën,C4 Picasso,2014,243000,14000000.0,ARS,La Plata,Buenos Aires
Renault,Kangoo,2016,140667,15000.0,USD,Balvanera,Ciudad Autónoma Buenos Aires
Volkswagen,up!,2016,81000,13000000.0,ARS,Rodeo De La Cruz,Mendoza
Renault,Twingo,1999,250000,3000000.0,ARS,Guaymallén,Mendoza
Peugeot,208,2014,139000,13000000.0,ARS,Grand Bourg,Buenos Aires (A.M.B.A.)
FIAT,Toro,2025,17000,39899000.0,ARS,Córdoba,Córdoba
Renault,Sandero Stepway,2013,150000,12500000.0,ARS,Godoy Cruz,Mendoza
Nissan,Frontier,2020,200000,32000000.0,ARS,Neuquén,Neuquén
Chevrolet,Agile,2010,150000,8600000.0,ARS,Liniers,Ciudad Autónoma Buenos Aires
Ford,Territory,2020,67000,23500.0,USD,La Plata,Buenos Aires
Chevrolet,Aveo,2012,190000,9000000.0,ARS,General Roca,Río Negro
Volkswagen,Voyage,2013,370000,6250000.0,ARS,Rosario,Santa Fe
FIAT,Toro,2025,11000,42500000.0,ARS,La Plata,Buenos Aires
Chevrolet,Corsa,2010,148000,9980000.0,ARS,San Justo,Buenos Aires (A.M.B.A.)
Mitsubishi,L200,1998,400000,11500.0,USD,El Talar,Buenos Aires (A.M.B.A.)
Chevrolet,Onix Joy,2019,88000,16500000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Peugeot,2008,2018,184009,18130000.0,ARS,Córdoba,Córdoba
Peugeot,Partner Patagónica,2011,140,12000000.0,ARS,Resistencia,Chaco
Renault,Scénic,2009,250000,6500000.0,ARS,Ituzaingo,Buenos Aires (A.M.B.A.)
Renault,Clio Mío,2015,123000,12000000.0,ARS,Córdoba,Córdoba
Honda,CR-V,2014,180000,24500000.0,ARS,Córdoba,Córdoba
Jeep,Compass,2025,4000,36000.0,USD,Escobar,Buenos Aires (A.M.B.A.)
Peugeot,2008,2019,215036,19000000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Chevrolet,Tracker,2025,1,48000000.0,ARS,Neuquén,Neuquén
Mercedes,Clase A Sedán,2023,60700,42000.0,USD,Mataderos,Ciudad Autónoma Buenos Aires
FIAT,Punto,2015,190000,10000000.0,ARS,San Miguel de Tucumán,Tucumán
Renault,Sandero,2014,131500,11800000.0,ARS,Córdoba,Córdoba
Volkswagen,Gol Trend,2011,200334,11800000.0,ARS,Guaymallén,Mendoza
FIAT,Fastback Abarth,2024,11000,39800000.0,ARS,Villa Carlos Paz,Córdoba
Ford,EcoSport,2016,165000,15900000.0,ARS,La Plata,Buenos Aires
Jeep,Grand Cherokee,2017,89000,45000000.0,ARS,Neuquén,Neuquén
Ford,Fiesta,2016,110000,16500000.0,ARS,Neuquén,Neuquén
RAM,Rampage,2024,54000,51000000.0,ARS,Bahía Blanca,Buenos Aires
Peugeot,207 Compact,2013,136098,12740000.0,ARS,Córdoba,Córdoba
Peugeot,208,2019,59500,6000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2015,100000,17000000.0,ARS,Parana,Entre Ríos
Toyota,Corolla,2012,65000,14800.0,USD,San Isidro,Buenos Aires (A.M.B.A.)
Toyota,Yaris,2022,52000,29500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Polo 5P,2023,65000,24400000.0,ARS,Corrientes,Corrientes
FIAT,147,1987,100000,3000000.0,ARS,Parana,Entre Ríos
Volkswagen,Golf,2011,110000,10899000.0,ARS,Córdoba,Córdoba
Jeep,Renegade,2020,51000,23000000.0,ARS,San Miguel de Tucumán,Tucumán
Peugeot,208,2024,43000,26700000.0,ARS,Neuquén,Neuquén
Peugeot,208,2019,63000,7500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Toyota,Yaris,2025,7000,38000000.0,ARS,La Puntilla,Mendoza
Volkswagen,Amarok,2023,95000,51900000.0,ARS,Villa Carlos Paz,Córdoba
Toyota,Hilux,2018,120000,26100.0,USD,Córdoba,Córdoba
Toyota,Corolla,2020,75000,33500000.0,ARS,Parana,Entre Ríos
Renault,Logan,2018,110000,18500000.0,ARS,Resistencia,Chaco
Volkswagen,Amarok,2014,185000,15500.0,USD,Lomas del Mirador,Buenos Aires (A.M.B.A.)
Chevrolet,Celta,2014,108000,9800000.0,ARS,Guaymallén,Mendoza
Ford,Fiesta Kinetic,2014,29200,11500.0,USD,Almagro,Ciudad Autónoma Buenos Aires
Peugeot,208,2014,102600,9000.0,USD,La Plata,Buenos Aires
Volkswagen,Polo,2020,133000,19000000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
Jeep,Compass,2022,62000,39000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
BMW,X6,2010,160000,32000.0,USD,Parana,Entre Ríos
Peugeot,208,2021,43000,22900000.0,ARS,Arroyito,Córdoba
Peugeot,208,2019,49000,9000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Peugeot,208,2019,57000,6000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Honda,Civic,2018,117000,30000000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
FIAT,Mobi,2019,83000,15000000.0,ARS,Mendiolaza,Córdoba
Nissan,Versa,2016,86000,14500000.0,ARS,San Miguel,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze 5,2017,105000,18000.0,USD,Ciudadela,Buenos Aires (A.M.B.A.)
Renault,Logan,2021,100000,17500000.0,ARS,Villa Carlos Paz,Córdoba
KIA,Sportage,2017,141000,17000.0,USD,Palermo,Ciudad Autónoma Buenos Aires
Jeep,Grand Cherokee,2016,116270,35000.0,USD,Río Cuarto,Córdoba
Citroën,C3 Aircross,2025,1,33000000.0,ARS,Neuquén,Neuquén
Peugeot,308,2015,95000,11900.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Toyota,Etios Sedán,2016,190000,15500000.0,ARS,Córdoba,Córdoba
Volkswagen,Golf,2019,106000,19000.0,USD,Agronomía,Ciudad Autónoma Buenos Aires
Renault,Kangoo,2015,240000,14900000.0,ARS,Villa Mercedes,San Luis
FIAT,Idea,2016,160000,12000000.0,ARS,Santo Tome,Santa Fe
Volkswagen,Amarok,2018,133000,32000000.0,ARS,Rosario,Santa Fe
Renault,Duster,2017,127000,17900000.0,ARS,Villa Allende,Córdoba
Peugeot,308 CC,2012,205000,15500000.0,ARS,Tandil,Buenos Aires
Volkswagen,Amarok,2015,360000,21500000.0,ARS,Rosario,Santa Fe
FIAT,Qubo,2013,197500,12000000.0,ARS,Gregorio de Laferrere,Buenos Aires (A.M.B.A.)
Chevrolet,Onix,2018,116300,16800000.0,ARS,Tandil,Buenos Aires
Ford,Fiesta Kinetic,2018,71000,16500000.0,ARS,Hersilia,Santa Fe
Volkswagen,T-Cross,2020,42000,29000000.0,ARS,Neuquén,Neuquén
Volkswagen,Tiguan,2019,151000,35900000.0,ARS,Neuquén,Neuquén
Volkswagen,Suran,2018,117000,17000000.0,ARS,Neuquén,Neuquén
Chevrolet,Cruze RS,2023,29100,24000.0,USD,Córdoba,Córdoba
Renault,Clio Mío,2014,89000,12500000.0,ARS,Banfield,Buenos Aires (A.M.B.A.)
Volkswagen,Gol Trend,2012,175000,10500000.0,ARS,Rafaela,Santa Fe
Chevrolet,Prisma,2016,68000,13488000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
Peugeot,208,2023,20000,7499999.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Ford,Ka,2016,137500,14900000.0,ARS,Bahía Blanca,Buenos Aires
Volkswagen,Suran,2019,110000,16500000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Mercedes,Clase A Hatchback,2014,42800,31700.0,USD,Tandil,Buenos Aires
Ford,Ranger,2006,145000,18900000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
KIA,Sorento,2019,80300,32900.0,USD,Flores,Ciudad Autónoma Buenos Aires
Alfa Romeo,Stelvio,2023,27000,65000.0,USD,Boulogne Sur Mer,Buenos Aires (A.M.B.A.)
Volkswagen,Gol Trend,2017,121000,17900000.0,ARS,Las Heras,Mendoza
Citroën,C3,2013,125000,10500000.0,ARS,Córdoba,Córdoba
Toyota,SW4,2006,364000,18000.0,USD,Uspallata,Mendoza
Ford,Focus,2019,40000,16400.0,USD,Parque Chacabuco,Ciudad Autónoma Buenos Aires
Chevrolet,Astra,2007,162000,5000000.0,ARS,La Paternal,Ciudad Autónoma Buenos Aires
Ford,Territory,2026,1,55900000.0,ARS,Neuquén,Neuquén
Mercedes,Clase GLC,2018,109000,35000.0,USD,Yerba Buena - Marcos Paz,Tucumán
Chevrolet,S 10,2017,170000,23000000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
FIAT,Strada Working,2016,123000,16899000.0,ARS,Córdoba,Córdoba
Toyota,Etios Sedán,2018,148000,17000000.0,ARS,Salta,Salta
Volkswagen,Amarok,2021,73000,39900.0,USD,Wilde,Buenos Aires (A.M.B.A.)
Peugeot,208,2015,109600,9900.0,USD,La Plata,Buenos Aires
Volkswagen,Golf,2012,135000,9500000.0,ARS,Rosario,Santa Fe
FIAT,Mobi,2025,3200,7000000.0,ARS,Lomas De Zamora,Buenos Aires (A.M.B.A.)
Toyota,Etios Hatchback,2014,83000,15000000.0,ARS,Monserrat,Ciudad Autónoma Buenos Aires
Toyota,Hilux,2016,189000,33000000.0,ARS,Córdoba,Córdoba
Volkswagen,Taos,2024,23000,46500000.0,ARS,Neuquén,Neuquén
Citroën,Berlingo Furgón,2013,539000,9300000.0,ARS,Mar del Plata,Buenos Aires
Chevrolet,Tracker,2014,150000,15300000.0,ARS,Maipu,Mendoza
Renault,Clio Mío,2014,285000,12000000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
Volkswagen,Taos,2024,26000,49500000.0,ARS,Córdoba,Córdoba
FIAT,Palio Fire,2015,180000,11000000.0,ARS,Mendoza,Mendoza
Peugeot,208,2019,48000,6000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Amarok,2024,20000,5999999.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Honda,WR-V,2019,50000,21000.0,USD,La Plata,Buenos Aires
Volkswagen,Amarok,2012,176000,23500.0,USD,Río Cuarto,Córdoba
Citroën,C3,2015,116000,13000000.0,ARS,Neuquén,Neuquén
Toyota,Hilux,2018,170000,27000000.0,ARS,El Calafate,Santa Cruz
Volkswagen,Suran,2013,182000,10000000.0,ARS,Salta,Salta
Renault,Master,2013,233000,27500000.0,ARS,Wilde,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2017,20900,15800.0,USD,Parque Avellaneda,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2019,123000,28000000.0,ARS,Resistencia,Chaco
FIAT,Siena,2012,132000,1050000.0,ARS,Santo Tome,Santa Fe
Volkswagen,Suran,2017,144000,14000000.0,ARS,Berazategui,Buenos Aires (A.M.B.A.)
Chery,Tiggo 2 PRO,2022,56000,24500000.0,ARS,Salta,Salta
FIAT,Cronos,2021,68000,1900000000.0,ARS,Luján,Buenos Aires
Audi,A4,2012,122222,17000.0,USD,Santiago del Estero,Santiago del Estero
Honda,HR-V,2017,125000,23500000.0,ARS,Corrientes,Corrientes
Peugeot,408,2017,128000,15200000.0,ARS,Santa Fe,Santa Fe
Toyota,Etios Hatchback,2018,109000,16200000.0,ARS,Salta,Salta
Peugeot,208,2020,52000,21000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Nissan,Tiida,2010,165000,11000000.0,ARS,San Rafael,Mendoza
Renault,Kangoo Express,2022,91000,22000000.0,ARS,Recreo,Santa Fe
KIA,Soul,2012,87000,14900000.0,ARS,Neuquén,Neuquén
Chevrolet,Onix Joy,2022,35000,13800.0,USD,Liniers,Ciudad Autónoma Buenos Aires
Peugeot,308,2013,185000,13900000.0,ARS,Villa Luro,Ciudad Autónoma Buenos Aires
FIAT,Palio Weekend,1998,330000,4500000.0,ARS,Rosario,Santa Fe
Chery,Skin,2012,125000,8500000.0,ARS,Pilar,Buenos Aires (A.M.B.A.)
Ford,Fiesta Kinetic,2017,112000,15800000.0,ARS,Chabás,Santa Fe
Volkswagen,Amarok,2024,42000,29500.0,USD,Tigre,Buenos Aires (A.M.B.A.)
Chevrolet,Agile,2014,140000,12500000.0,ARS,San Jorge,Santa Fe
Ford,Focus Sedán,2018,109000,17800000.0,ARS,Córdoba,Córdoba
Renault,Kangoo,2021,110000,21500000.0,ARS,Neuquén,Neuquén
Volkswagen,Polo 5P,2018,90000,19000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Audi,Q5,2011,168000,20000000.0,ARS,Avellaneda,Buenos Aires (A.M.B.A.)
Peugeot,208,2019,58300,7000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Ford,Ka,2018,94700,17000000.0,ARS,Neuquén,Neuquén
Ford,Ranger,2017,185000,19900000.0,ARS,Villa Luro,Ciudad Autónoma Buenos Aires
Jeep,Patriot,2014,190421,15000.0,USD,Adrogue,Buenos Aires (A.M.B.A.)
Peugeot,208,2020,44000,8500000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Golf,2008,217000,11000000.0,ARS,San Fernando,Buenos Aires (A.M.B.A.)
Peugeot,208,2017,92000,15500000.0,ARS,Malagueño,Córdoba
BMW,Serie 1,2010,140000,16000.0,USD,Mendoza,Mendoza
Chery,Tiggo,2020,88000,22000000.0,ARS,Neuquén,Neuquén
Chevrolet,Tracker,2017,132000,18200000.0,ARS,Mataderos,Ciudad Autónoma Buenos Aires
Nissan,Sentra,2024,17800,41000000.0,ARS,Recoleta,Ciudad Autónoma Buenos Aires
Peugeot,208,2013,143000,8500.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Citroën,C4 Cactus,2021,29000,18000.0,USD,Rosario,Santa Fe
FIAT,Cronos,2023,60000,22800000.0,ARS,San Justo,Buenos Aires (A.M.B.A.)
Volkswagen,Gol Trend,2012,138000,10500.0,USD,San Luis,San Luis
Toyota,Hilux,2022,28000,49000000.0,ARS,Quilmes,Buenos Aires (A.M.B.A.)
Renault,Clio Mío,2016,86000,12000000.0,ARS,San Miguel de Tucumán,Tucumán
Citroën,C4 Lounge,2014,230000,13000000.0,ARS,Alta Gracia,Córdoba
Chevrolet,Cruze,2017,160000,14000.0,USD,La Plata,Buenos Aires
Chevrolet,Onix,2020,71000,16000000.0,ARS,Paternal,Ciudad Autónoma Buenos Aires
Chevrolet,Cruze,2018,124700,12500.0,USD,Nuñez,Ciudad Autónoma Buenos Aires
FIAT,Cronos,2021,165000,15900000.0,ARS,Villa Ortuzar,Ciudad Autónoma Buenos Aires
Renault,Kwid,2020,25000,16000000.0,ARS,Neuquén,Neuquén
Peugeot,207 Compact,2013,157445,6000.0,USD,San Isidro,Buenos Aires (A.M.B.A.)
Peugeot,208,2022,29000,9900000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Renault,Kwid,2020,130000,13000000.0,ARS,Lujan de Cuyo,Mendoza
Mercedes,Clase C Sedán,2018,95000,32800.0,USD,Vicente Lopez,Buenos Aires (A.M.B.A.)
Volkswagen,Voyage,2011,146000,7500000.0,ARS,Rosario,Santa Fe
Peugeot,208,2019,42000,7000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Nissan,Kicks,2019,93000,24500000.0,ARS,Villa Allende,Córdoba
Ford,EcoSport,2014,114000,10000.0,USD,Ramos Mejia,Buenos Aires (A.M.B.A.)
Peugeot,Partner,2021,39000,7900000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Amarok,2022,70000,38000000.0,ARS,Comodoro Rivadavia,Chubut
Ford,EcoSport,2018,60000,15600.0,USD,Berazategui,Buenos Aires (A.M.B.A.)
Renault,Scénic,1999,200000,6500000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Peugeot,307,2010,207970,8500000.0,ARS,Garupá,Misiones
Volkswagen,Gol Trend,2017,88000,15800000.0,ARS,Santa Fe,Santa Fe
Toyota,Hilux GR Sport,2023,73000,44000.0,USD,Pilar,Buenos Aires (A.M.B.A.)
Mercedes,Sprinter,2014,187000,23000.0,USD,Caballito,Ciudad Autónoma Buenos Aires
Subaru,Outback,2004,180000,5000.0,USD,Ituzaingo,Buenos Aires (A.M.B.A.)
Volkswagen,Polo 5P,2018,92000,19000000.0,ARS,Ingeniero Maschwitz,Buenos Aires (A.M.B.A.)
Volkswagen,Taos,2023,33000,46900000.0,ARS,Neuquén,Neuquén
Ford,EcoSport,2017,140000,18000000.0,ARS,Mar del Plata,Buenos Aires
Chery,Tiggo 3,2018,131000,12700.0,USD,Florida,Buenos Aires (A.M.B.A.)
Peugeot,208,2020,38000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Chevrolet,Tracker,2022,14800,29500000.0,ARS,Villa Allende,Córdoba
Peugeot,208,2019,46800,7000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Amarok,2022,165000,30000.0,USD,Luján,Buenos Aires
Peugeot,207 Compact,2012,153000,10500000.0,ARS,San Luis,San Luis
Toyota,Corolla Cross,2023,33000,48000000.0,ARS,Corrientes,Corrientes
Volkswagen,Voyage,2019,111000,13000.0,USD,Luis Guillón,Buenos Aires (A.M.B.A.)
Ford,Ka,2021,47700,22500000.0,ARS,Neuquén,Neuquén
Peugeot,301,2018,201000,14500000.0,ARS,Rosario,Santa Fe
Volkswagen,Polo,2002,152000,5000000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Chevrolet,Onix,2018,186818,16000000.0,ARS,Escobar,Buenos Aires (A.M.B.A.)
Renault,Sandero,2018,73000,17900000.0,ARS,Neuquén,Neuquén
FIAT,Cronos,2022,91000,20000000.0,ARS,Claypole,Buenos Aires (A.M.B.A.)
Volkswagen,up!,2015,86000,15500000.0,ARS,Neuquén,Neuquén
FIAT,Mobi,2019,65000,15988000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
Toyota,Hilux,2022,50000,33000.0,USD,San Luis,San Luis
Peugeot,2008,2016,90000,16000000.0,ARS,Concordia,Entre Ríos
Peugeot,208,2019,61000,16000000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Peugeot,208,2022,42000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Volkswagen,Virtus,2018,119000,20800000.0,ARS,Quilmes,Buenos Aires (A.M.B.A.)
Renault,Clio,2011,175000,8000000.0,ARS,Resistencia,Chaco
Toyota,Corolla,2013,173000,15500000.0,ARS,Resistencia,Chaco
Chevrolet,Cobalt,2014,94000,10500000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,CrossFox,2013,202000,14900000.0,ARS,Villa Mercedes,San Luis
Volkswagen,Suran,2007,200000,8000000.0,ARS,Coronel Suárez,Buenos Aires
Peugeot,208,2019,54000,13000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Ford,Ka,2019,33000,11000000.0,ARS,Presidencia Roque Saenz Pena,Chaco
Volkswagen,Vento,2020,125000,32000000.0,ARS,Parana,Entre Ríos
KIA,Picanto,2015,99000,15500000.0,ARS,Presidencia Roque Saenz Pena,Chaco
Volkswagen,Vento,2012,240000,9500.0,USD,Martinez,Buenos Aires (A.M.B.A.)
BMW,X3,2017,149000,36000.0,USD,La Plata,Buenos Aires
Peugeot,207 Compact,2013,150000,9500000.0,ARS,Posadas,Misiones
Chevrolet,Prisma,2019,69000,16500000.0,ARS,Resistencia,Chaco
Renault,Fluence,2015,150100,10000.0,USD,Roldán,Santa Fe
Volkswagen,up!,2016,90000,14900000.0,ARS,Neuquén,Neuquén
Volkswagen,Polo,2018,119000,11600.0,USD,Vicente Lopez,Buenos Aires (A.M.B.A.)
Chevrolet,Cruze,2021,38900,27000000.0,ARS,Belgrano,Ciudad Autónoma Buenos Aires
Renault,Duster,2013,220000,13500000.0,ARS,Córdoba,Córdoba
Chevrolet,Onix,2014,159000,13500000.0,ARS,Pilar,Buenos Aires (A.M.B.A.)
Volkswagen,T-Cross,2022,71000,29500000.0,ARS,Lujan de Cuyo,Mendoza
KIA,Sorento,2017,145000,22500.0,USD,La Plata,Buenos Aires
Volkswagen,Amarok,2018,125000,35000000.0,ARS,Rosario,Santa Fe
Volkswagen,Gol Trend,2017,129000,15500000.0,ARS,Lomas De Zamora,Buenos Aires (A.M.B.A.)
FIAT,Cronos,2023,220000,24988000.0,ARS,Tigre,Buenos Aires (A.M.B.A.)
FIAT,Linea,2017,68000,16000000.0,ARS,Martin Coronado,Buenos Aires (A.M.B.A.)
Peugeot,208,2023,27300,22500000.0,ARS,Vicente Lopez,Buenos Aires (A.M.B.A.)
KIA,Sportage,2012,157000,14500.0,USD,Tigre,Buenos Aires (A.M.B.A.)
Citroën,C4,2012,237000,7500000.0,ARS,Mendoza,Mendoza
Honda,Accord,1995,195000,6500000.0,ARS,Ramos Mejia,Buenos Aires (A.M.B.A.)
Peugeot,408,2014,184000,15000000.0,ARS,Quilmes Oeste,Buenos Aires (A.M.B.A.)
BMW,Serie 1,2019,37300,31500.0,USD,Los Troncos Del Talar,Buenos Aires (A.M.B.A.)
FIAT,Palio,2016,98000,13800000.0,ARS,Ayacucho,Buenos Aires
Jeep,Compass,2018,110000,32500000.0,ARS,Yerba Buena - Marcos Paz,Tucumán
FIAT,Palio,2015,174000,14899000.0,ARS,Córdoba,Córdoba
Toyota,SW4,2018,136000,54000000.0,ARS,Lujan de Cuyo,Mendoza
Peugeot,306 Sedán,1998,200000,3000000.0,ARS,General Rodrguez,Buenos Aires
Peugeot,Partner,2018,180000,12890.0,USD,Flores,Ciudad Autónoma Buenos Aires
Volkswagen,Suran,2015,146300,14000000.0,ARS,Merlo,Buenos Aires (A.M.B.A.)
Ford,Fiesta Kinetic,2016,61800,17000000.0,ARS,Mataderos,Ciudad Autónoma Buenos Aires
Volkswagen,Golf Variant,2015,145000,15500.0,USD,Mar del Plata,Buenos Aires
Volkswagen,T-Cross,2025,4000,41000000.0,ARS,San Juan,San Juan
Citroën,C4 Lounge,2019,64000,20500000.0,ARS,La Plata,Buenos Aires
Ford,Fiesta Kinetic,2016,80000,16000000.0,ARS,Córdoba,Córdoba
Renault,Stepway,2023,30000,22000000.0,ARS,Córdoba,Córdoba
Nissan,Versa,2018,149000,17000000.0,ARS,25 de Mayo,La Pampa
FIAT,Toro,2020,99000,21500.0,USD,Córdoba,Córdoba
Citroën,C4 Lounge,2015,210000,14300000.0,ARS,Llavallol,Buenos Aires (A.M.B.A.)
Peugeot,208,2016,62323,18000000.0,ARS,Neuquén,Neuquén
Toyota,Hilux,2016,126000,26000.0,USD,Banfield,Buenos Aires (A.M.B.A.)
Peugeot,208,2013,49600,9500.0,USD,Barrio Belgrano,Buenos Aires
Toyota,Hilux,2012,177000,18500.0,USD,San Antonio De Padua,Buenos Aires (A.M.B.A.)
Volkswagen,Voyage,2014,83000,12800000.0,ARS,Rosario,Santa Fe
Peugeot,Expert,2022,58000,17500000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Chery,Face,2013,109000,6500000.0,ARS,Palermo,Ciudad Autónoma Buenos Aires
Ford,EcoSport,2012,137000,9500000.0,ARS,Mar del Plata,Buenos Aires
Renault,9,1997,16500,9500000.0,ARS,Barranqueras,Chaco
Ford,Fiesta,2010,220000,7400000.0,ARS,Saenz Peña,Buenos Aires (A.M.B.A.)
Ford,Focus,2014,134000,15000008.0,ARS,Santo Tome,Santa Fe
Volkswagen,Gol Trend,2021,55800,18800000.0,ARS,Santo Tome,Santa Fe
Chery,Tiggo 3,2017,48000,13000.0,USD,Tapalqué,Buenos Aires
Volkswagen,Suran,2014,147000,10000.0,USD,Concordia,Entre Ríos
Peugeot,208,2018,58000,8000000.0,ARS,Caballito,Ciudad Autónoma Buenos Aires
Ford,Bronco Sport,2024,40000,57900000.0,ARS,La Plata,Buenos Aires
Toyota,SW4,2014,170000,41000000.0,ARS,Plottier,Neuquén
Volkswagen,Gol Trend,2013,169800,11000000.0,ARS,Las Heras,Mendoza
Toyota,Corolla,2018,190000,22500000.0,ARS,Almagro,Ciudad Autónoma Buenos Aires
Toyota,Corolla,2024,18500,40000000.0,ARS,Juan Bautista Alberdi,Tucumán
Renault,Clio Mío,2014,177000,10150000.0,ARS,Dorrego,Mendoza
Ford,EcoSport,2014,165000,15000000.0,ARS,San Francisco,Córdoba
Toyota,Corolla Cross,2024,29500,53000000.0,ARS,La Rioja,La Rioja
Volkswagen,Amarok,2022,106000,46000000.0,ARS,Neuquén,Neuquén
Chery,Tiggo,2016,94800,15700000.0,ARS,Flores,Ciudad Autónoma Buenos Aires
Ford,Fiesta Kinetic,2016,107000,14200000.0,ARS,La Paternal,Ciudad Autónoma Buenos Aires
Volkswagen,Gol Trend,2014,220000,9000.0,USD,La Plata,Buenos Aires
